site,zone,mean_pct_cover,species_definition,mean_depth,mean_gorg_density,Reef_Type,mean_giantkelp_density_m2,mean_Relief_index,mean_Relief_SD,mean_Substrate_index,mean_Substrate_SD,mean_chl_mg_m3,mean_sst_C,dist_200m_bath,mean_Latitude,mean_Longitude
ANACAPA_EAST_FISH_CAMP_CEN,INNER,14.983333333333334,Muricea californica,7.449999999999999,2.5,Natural Reef,1.28697916666667,0.289166666666667,0.471838130376148,3.70583333333333,0.54294965457564,1.49781360364031,17.2764705882353,1451.92555332031,34.001583,-119.398067
ANACAPA_EAST_FISH_CAMP_CEN,OUTER,72.78333333333333,Eugorgia rubens,14.6,6.111111111111112,Natural Reef,0,0.0556666666666667,0.154024407031076,3.61066666666667,0.631466785315168,1.49781360364031,17.2764705882353,1451.92555332031,34.001583,-119.398067
ANACAPA_EAST_FISH_CAMP_CEN,OUTER,72.78333333333333,Leptogorgia chilensis,13.7,10,Natural Reef,0,0.0556666666666667,0.154024407031076,3.61066666666667,0.631466785315168,1.49781360364031,17.2764705882353,1451.92555332031,34.001583,-119.398067
ANACAPA_EAST_FISH_CAMP_CEN,OUTER,72.78333333333333,Muricea californica,15,11.25,Natural Reef,0,0.0556666666666667,0.154024407031076,3.61066666666667,0.631466785315168,1.49781360364031,17.2764705882353,1451.92555332031,34.001583,-119.398067
ANACAPA_EAST_FISH_CAMP_CEN,OUTER,72.78333333333333,Muricea fruticosa,15.5,1.6666666666666667,Natural Reef,0,0.0556666666666667,0.154024407031076,3.61066666666667,0.631466785315168,1.49781360364031,17.2764705882353,1451.92555332031,34.001583,-119.398067
ANACAPA_EAST_FISH_CAMP_E,OUTER,81.65,Eugorgia rubens,13.4,1.6666666666666667,Natural Reef,0,0.127666666666667,0.254625391324885,3.69416666666667,0.554706774090433,1.76200662662554,17.1935294117647,1768.70140949062,34.0045,-119.385783
ANACAPA_EAST_FISH_CAMP_E,OUTER,81.65,Muricea californica,14,6.666666666666667,Natural Reef,0,0.127666666666667,0.254625391324885,3.69416666666667,0.554706774090433,1.76200662662554,17.1935294117647,1768.70140949062,34.0045,-119.385783
ANACAPA_EAST_FISH_CAMP_E,OUTER,81.65,Muricea fruticosa,9.1,1.6666666666666667,Natural Reef,0,0.127666666666667,0.254625391324885,3.69416666666667,0.554706774090433,1.76200662662554,17.1935294117647,1768.70140949062,34.0045,-119.385783
ANACAPA_EAST_FISH_CAMP_W,INNER,8.9,Leptogorgia chilensis,6.866666666666667,2.2222222222222223,Natural Reef,0.7953125,0.0333333333333333,0.092247258763293,3.411,0.986730804026029,1.88787251668553,17.0295180722892,1690.04017445576,34.003083,-119.404167
ANACAPA_EAST_FISH_CAMP_W,INNER,8.9,Muricea californica,6.8,5.833333333333333,Natural Reef,0.7953125,0.0333333333333333,0.092247258763293,3.411,0.986730804026029,1.88787251668553,17.0295180722892,1690.04017445576,34.003083,-119.404167
ANACAPA_EAST_FISH_CAMP_W,INNER,8.9,Muricea fruticosa,7.6,1.6666666666666667,Natural Reef,0.7953125,0.0333333333333333,0.092247258763293,3.411,0.986730804026029,1.88787251668553,17.0295180722892,1690.04017445576,34.003083,-119.404167
ANACAPA_EAST_FISH_CAMP_W,OUTER,40.55,Eugorgia rubens,11.9,5,Natural Reef,0.156944444444444,0.1835,0.3530323532758,3.412,0.995156152454626,1.88787251668553,17.0295180722892,1690.04017445576,34.003083,-119.404167
ANACAPA_EAST_FISH_CAMP_W,OUTER,40.55,Leptogorgia chilensis,12,8.61111111111111,Natural Reef,0.156944444444444,0.1835,0.3530323532758,3.412,0.995156152454626,1.88787251668553,17.0295180722892,1690.04017445576,34.003083,-119.404167
ANACAPA_EAST_FISH_CAMP_W,OUTER,40.55,Muricea californica,12,26.944444444444443,Natural Reef,0.156944444444444,0.1835,0.3530323532758,3.412,0.995156152454626,1.88787251668553,17.0295180722892,1690.04017445576,34.003083,-119.404167
ANACAPA_EAST_FISH_CAMP_W,OUTER,40.55,Muricea fruticosa,12.35,2.5,Natural Reef,0.156944444444444,0.1835,0.3530323532758,3.412,0.995156152454626,1.88787251668553,17.0295180722892,1690.04017445576,34.003083,-119.404167
ANACAPA_EAST_ISLE_CEN,INNER,1.6625,Leptogorgia chilensis,6.85,1.6666666666666667,Natural Reef,1.57454954954955,1.2856875,0.665260280582199,3.8854375,0.219753969998221,1.44205497048757,16.990625,2815.537378001,34.017667,-119.363683
ANACAPA_EAST_ISLE_CEN,OUTER,8.33125,Leptogorgia chilensis,12.2,1.6666666666666667,Natural Reef,1.02236842105263,0.2081875,0.343061128819411,3.2521875,0.789935277005983,1.44205497048757,16.990625,2815.537378001,34.017667,-119.363683
ANACAPA_EAST_ISLE_CEN,OUTER,8.33125,Muricea californica,11.674999999999999,2.5,Natural Reef,1.02236842105263,0.2081875,0.343061128819411,3.2521875,0.789935277005983,1.44205497048757,16.990625,2815.537378001,34.017667,-119.363683
ANACAPA_EAST_ISLE_E,INNER,5.20625,Leptogorgia chilensis,5.8,1.6666666666666667,Natural Reef,0.954383429672447,1.097875,0.460808701930532,3.87675,0.229585255464125,1.77954358857765,17.1538043478261,2641.49644977728,34.017033,-119.361133
ANACAPA_EAST_ISLE_E,INNER,5.20625,Muricea californica,5.5,1.6666666666666667,Natural Reef,0.954383429672447,1.097875,0.460808701930532,3.87675,0.229585255464125,1.77954358857765,17.1538043478261,2641.49644977728,34.017033,-119.361133
ANACAPA_EAST_ISLE_E,OUTER,15.8375,Eugorgia rubens,12.700000000000001,8.333333333333332,Natural Reef,0.758547008547009,0.3686875,0.407353867476658,3.152125,0.813710916117573,1.77954358857765,17.1538043478261,2641.49644977728,34.017033,-119.361133
ANACAPA_EAST_ISLE_E,OUTER,15.8375,Leptogorgia chilensis,12.3375,4.583333333333333,Natural Reef,0.758547008547009,0.3686875,0.407353867476658,3.152125,0.813710916117573,1.77954358857765,17.1538043478261,2641.49644977728,34.017033,-119.361133
ANACAPA_EAST_ISLE_E,OUTER,15.8375,Muricea californica,12.34,3,Natural Reef,0.758547008547009,0.3686875,0.407353867476658,3.152125,0.813710916117573,1.77954358857765,17.1538043478261,2641.49644977728,34.017033,-119.361133
ANACAPA_EAST_ISLE_W,INNER,6.66875,Muricea californica,5.35,1.6666666666666667,Natural Reef,1.0327943615257,0.61225,0.462841036508963,3.5395625,0.529151251265787,1.40997906570529,17.0410112359551,3008.58732407508,34.015867,-119.371733
ANACAPA_EAST_ISLE_W,OUTER,10.63125,Leptogorgia chilensis,7.3,1.6666666666666667,Natural Reef,1.14153333333333,0.060375,0.172991537155371,3.10825,0.873793038800412,1.40997906570529,17.0410112359551,3008.58732407508,34.015867,-119.371733
ANACAPA_EAST_ISLE_W,OUTER,10.63125,Muricea californica,6.1,1.6666666666666667,Natural Reef,1.14153333333333,0.060375,0.172991537155371,3.10825,0.873793038800412,1.40997906570529,17.0410112359551,3008.58732407508,34.015867,-119.371733
ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,26.24375,Eugorgia rubens,9.5,1.6666666666666667,Natural Reef,0.408597883597884,0.08125,0.186495192755058,3.6474375,0.777594740181168,1.77954358857765,17.1538043478261,2330.60324695248,34.012783,-119.363133
ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,26.24375,Leptogorgia chilensis,9.584615384615384,5.128205128205128,Natural Reef,0.408597883597884,0.08125,0.186495192755058,3.6474375,0.777594740181168,1.77954358857765,17.1538043478261,2330.60324695248,34.012783,-119.363133
ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,26.24375,Muricea californica,9.38125,25,Natural Reef,0.408597883597884,0.08125,0.186495192755058,3.6474375,0.777594740181168,1.77954358857765,17.1538043478261,2330.60324695248,34.012783,-119.363133
ANACAPA_LIGHTHOUSE_REEF_CEN,OUTER,26.24375,Muricea fruticosa,8.6,5,Natural Reef,0.408597883597884,0.08125,0.186495192755058,3.6474375,0.777594740181168,1.77954358857765,17.1538043478261,2330.60324695248,34.012783,-119.363133
ANACAPA_LIGHTHOUSE_REEF_E,INNER,21.45625,Leptogorgia chilensis,6.4,1.6666666666666667,Natural Reef,0.765501165501166,0.4498125,0.556545630735365,3.6850625,0.44963604053418,1.77954358857765,17.1538043478261,2285.74892747693,34.0139,-119.36
ANACAPA_LIGHTHOUSE_REEF_E,INNER,21.45625,Muricea californica,7,1.6666666666666667,Natural Reef,0.765501165501166,0.4498125,0.556545630735365,3.6850625,0.44963604053418,1.77954358857765,17.1538043478261,2285.74892747693,34.0139,-119.36
ANACAPA_LIGHTHOUSE_REEF_E,OUTER,19.18125,Leptogorgia chilensis,8.98,3,Natural Reef,0.717004504504505,0.154125,0.305845587198664,3.135,1.03890094500834,1.77954358857765,17.1538043478261,2285.74892747693,34.0139,-119.36
ANACAPA_LIGHTHOUSE_REEF_E,OUTER,19.18125,Muricea californica,9.02,15.555555555555555,Natural Reef,0.717004504504505,0.154125,0.305845587198664,3.135,1.03890094500834,1.77954358857765,17.1538043478261,2285.74892747693,34.0139,-119.36
ANACAPA_LIGHTHOUSE_REEF_E,OUTER,19.18125,Muricea fruticosa,9.8,1.6666666666666667,Natural Reef,0.717004504504505,0.154125,0.305845587198664,3.135,1.03890094500834,1.77954358857765,17.1538043478261,2285.74892747693,34.0139,-119.36
ANACAPA_LIGHTHOUSE_REEF_W,INNER,17.075,Leptogorgia chilensis,5.8,1.6666666666666667,Natural Reef,0.481010928961749,0.745875,0.660880467088778,3.8500625,0.356407614712927,1.40997906570529,17.0410112359551,2453.19458346819,34.010783000000004,-119.3725
ANACAPA_LIGHTHOUSE_REEF_W,INNER,17.075,Muricea californica,6.011111111111111,2.2222222222222223,Natural Reef,0.481010928961749,0.745875,0.660880467088778,3.8500625,0.356407614712927,1.40997906570529,17.0410112359551,2453.19458346819,34.010783000000004,-119.3725
ANACAPA_LIGHTHOUSE_REEF_W,OUTER,42.91875,Eugorgia rubens,11.7,1.6666666666666667,Natural Reef,0.116666666666667,0.24175,0.303693980730536,3.7020625,0.608298019144452,1.40997906570529,17.0410112359551,2453.19458346819,34.010783000000004,-119.3725
ANACAPA_LIGHTHOUSE_REEF_W,OUTER,42.91875,Leptogorgia chilensis,10.6,4.5,Natural Reef,0.116666666666667,0.24175,0.303693980730536,3.7020625,0.608298019144452,1.40997906570529,17.0410112359551,2453.19458346819,34.010783000000004,-119.3725
ANACAPA_LIGHTHOUSE_REEF_W,OUTER,42.91875,Muricea californica,10.53125,12.604166666666666,Natural Reef,0.116666666666667,0.24175,0.303693980730536,3.7020625,0.608298019144452,1.40997906570529,17.0410112359551,2453.19458346819,34.010783000000004,-119.3725
ANACAPA_MIDDLE_ISLE_CEN,INNER,21.675,Muricea californica,10.8875,4.166666666666667,Natural Reef,0.805233739837398,0.4021875,0.534538111788571,3.6808125,0.583743517188859,1.6229601561374,16.9586206896552,2358.63598581145,34.0100609,-119.3877751
ANACAPA_MIDDLE_ISLE_CEN,OUTER,25.84375,Eugorgia rubens,13.1,18.333333333333332,Natural Reef,0.524652777777778,0.252125,0.401681169267129,3.552125,0.638170676124866,1.6229601561374,16.9586206896552,2358.63598581145,34.0100609,-119.3877751
ANACAPA_MIDDLE_ISLE_CEN,OUTER,25.84375,Leptogorgia chilensis,12.14,2.666666666666667,Natural Reef,0.524652777777778,0.252125,0.401681169267129,3.552125,0.638170676124866,1.6229601561374,16.9586206896552,2358.63598581145,34.0100609,-119.3877751
ANACAPA_MIDDLE_ISLE_CEN,OUTER,25.84375,Muricea californica,12.536363636363637,4.3939393939393945,Natural Reef,0.524652777777778,0.252125,0.401681169267129,3.552125,0.638170676124866,1.6229601561374,16.9586206896552,2358.63598581145,34.0100609,-119.3877751
ANACAPA_MIDDLE_ISLE_CEN,OUTER,25.84375,Muricea fruticosa,13.25,2.5,Natural Reef,0.524652777777778,0.252125,0.401681169267129,3.552125,0.638170676124866,1.6229601561374,16.9586206896552,2358.63598581145,34.0100609,-119.3877751
ANACAPA_MIDDLE_ISLE_E,OUTER,22.7125,Muricea californica,8.833333333333334,2.7777777777777777,Natural Reef,1.0625,0.104125,0.225543756953459,3.4583125,0.719086642091841,1.6229601561374,16.9586206896552,2182.35540293463,34.0085,-119.388167
ANACAPA_MIDDLE_ISLE_E,OUTER,22.7125,Muricea fruticosa,10.1,1.6666666666666667,Natural Reef,1.0625,0.104125,0.225543756953459,3.4583125,0.719086642091841,1.6229601561374,16.9586206896552,2182.35540293463,34.0085,-119.388167
ANACAPA_MIDDLE_ISLE_W,INNER,15.425,Leptogorgia chilensis,5.2,1.6666666666666667,Natural Reef,2.03533950617284,0.552,0.618628987911938,3.7955625,0.409209425029995,1.49781360364031,17.2764705882353,2116.96854068396,34.007833,-119.394467
ANACAPA_MIDDLE_ISLE_W,INNER,15.425,Muricea californica,5.125,1.6666666666666667,Natural Reef,2.03533950617284,0.552,0.618628987911938,3.7955625,0.409209425029995,1.49781360364031,17.2764705882353,2116.96854068396,34.007833,-119.394467
ANACAPA_MIDDLE_ISLE_W,OUTER,23.55,Eugorgia rubens,8.2,1.6666666666666667,Natural Reef,1.47612359550562,0.2124375,0.381563262156176,3.454375,0.778615815153838,1.49781360364031,17.2764705882353,2116.96854068396,34.007833,-119.394467
ANACAPA_MIDDLE_ISLE_W,OUTER,23.55,Leptogorgia chilensis,8.1,1.6666666666666667,Natural Reef,1.47612359550562,0.2124375,0.381563262156176,3.454375,0.778615815153838,1.49781360364031,17.2764705882353,2116.96854068396,34.007833,-119.394467
ANACAPA_MIDDLE_ISLE_W,OUTER,23.55,Muricea californica,8.275,5.416666666666667,Natural Reef,1.47612359550562,0.2124375,0.381563262156176,3.454375,0.778615815153838,1.49781360364031,17.2764705882353,2116.96854068396,34.007833,-119.394467
ANACAPA_MIDDLE_ISLE_W,OUTER,23.55,Muricea fruticosa,8.333333333333334,3.8888888888888884,Natural Reef,1.47612359550562,0.2124375,0.381563262156176,3.454375,0.778615815153838,1.49781360364031,17.2764705882353,2116.96854068396,34.007833,-119.394467
ANACAPA_WEST_ISLE_CEN,OUTER,28.1375,Eugorgia rubens,12.3125,319.4791666666667,Natural Reef,0.905591397849462,0.2041875,0.395062687006868,3.37125,0.79742648173844,2.90510604093212,17.1224137931034,3584.57579918632,34.016983,-119.432917
ANACAPA_WEST_ISLE_CEN,OUTER,28.1375,Leptogorgia chilensis,12.45,16.111111111111107,Natural Reef,0.905591397849462,0.2041875,0.395062687006868,3.37125,0.79742648173844,2.90510604093212,17.1224137931034,3584.57579918632,34.016983,-119.432917
ANACAPA_WEST_ISLE_CEN,OUTER,28.1375,Muricea californica,12.42142857142857,11.071428571428571,Natural Reef,0.905591397849462,0.2041875,0.395062687006868,3.37125,0.79742648173844,2.90510604093212,17.1224137931034,3584.57579918632,34.016983,-119.432917
ANACAPA_WEST_ISLE_CEN,OUTER,28.1375,Muricea fruticosa,11.92,2.666666666666667,Natural Reef,0.905591397849462,0.2041875,0.395062687006868,3.37125,0.79742648173844,2.90510604093212,17.1224137931034,3584.57579918632,34.016983,-119.432917
ANACAPA_WEST_ISLE_E,INNER,23.974999999999998,Leptogorgia chilensis,6.1,1.6666666666666667,Natural Reef,2.98845628415301,0.5395,0.605031690932456,3.7106875,0.530294410072399,3.08602791860725,17.1383720930233,3468.04416008433,34.016083,-119.421833
ANACAPA_WEST_ISLE_E,OUTER,27.9125,Eugorgia rubens,9.44,17.333333333333332,Natural Reef,1.15896686159844,0.456375,0.5747211240682,3.13325,0.849492896757175,3.08602791860725,17.1383720930233,3468.04416008433,34.016083,-119.421833
ANACAPA_WEST_ISLE_E,OUTER,27.9125,Leptogorgia chilensis,9.885714285714286,2.142857142857143,Natural Reef,1.15896686159844,0.456375,0.5747211240682,3.13325,0.849492896757175,3.08602791860725,17.1383720930233,3468.04416008433,34.016083,-119.421833
ANACAPA_WEST_ISLE_E,OUTER,27.9125,Muricea californica,9.53,3,Natural Reef,1.15896686159844,0.456375,0.5747211240682,3.13325,0.849492896757175,3.08602791860725,17.1383720930233,3468.04416008433,34.016083,-119.421833
ANACAPA_WEST_ISLE_E,OUTER,27.9125,Muricea fruticosa,9.45,1.6666666666666667,Natural Reef,1.15896686159844,0.456375,0.5747211240682,3.13325,0.849492896757175,3.08602791860725,17.1383720930233,3468.04416008433,34.016083,-119.421833
ANACAPA_WEST_ISLE_W,INNER,18.95625,Eugorgia rubens,7.746153846153846,295.12820512820514,Natural Reef,2.29657360406091,0.7956875,0.69909035157219,3.8355,0.343590461272623,1.27487825312192,17.0454545454545,3708.13446378879,34.017417,-119.438067
ANACAPA_WEST_ISLE_W,INNER,18.95625,Leptogorgia chilensis,8.38,4.666666666666667,Natural Reef,2.29657360406091,0.7956875,0.69909035157219,3.8355,0.343590461272623,1.27487825312192,17.0454545454545,3708.13446378879,34.017417,-119.438067
ANACAPA_WEST_ISLE_W,INNER,18.95625,Muricea californica,8.01,6.666666666666666,Natural Reef,2.29657360406091,0.7956875,0.69909035157219,3.8355,0.343590461272623,1.27487825312192,17.0454545454545,3708.13446378879,34.017417,-119.438067
ANACAPA_WEST_ISLE_W,OUTER,55.625,Eugorgia rubens,23.34375,18.854166666666664,Natural Reef,0,0.2,0.312931127277314,3.2189375,0.97129896480022,1.27487825312192,17.0454545454545,3708.13446378879,34.017417,-119.438067
ANACAPA_WEST_ISLE_W,OUTER,55.625,Leptogorgia chilensis,23.366666666666667,9.444444444444445,Natural Reef,0,0.2,0.312931127277314,3.2189375,0.97129896480022,1.27487825312192,17.0454545454545,3708.13446378879,34.017417,-119.438067
ANACAPA_WEST_ISLE_W,OUTER,55.625,Muricea californica,23.3,2.7777777777777777,Natural Reef,0,0.2,0.312931127277314,3.2189375,0.97129896480022,1.27487825312192,17.0454545454545,3708.13446378879,34.017417,-119.438067
ANACAPA_WEST_ISLE_W,SPECIALO,49.175,Eugorgia rubens,14.2,1740,Natural Reef,0.0933333333333333,0.01675,0.0624327595286769,3.24925,1.09836976627734,1.27487825312192,17.0454545454545,3708.13446378879,34.017417,-119.438067
ANACAPA_WEST_ISLE_W,SPECIALO,49.175,Leptogorgia chilensis,14.2,23.333333333333332,Natural Reef,0.0933333333333333,0.01675,0.0624327595286769,3.24925,1.09836976627734,1.27487825312192,17.0454545454545,3708.13446378879,34.017417,-119.438067
ANACAPA_WEST_ISLE_W,SPECIALO,49.175,Muricea californica,14.2,7.5,Natural Reef,0.0933333333333333,0.01675,0.0624327595286769,3.24925,1.09836976627734,1.27487825312192,17.0454545454545,3708.13446378879,34.017417,-119.438067
ANACAPA_WEST_ISLE_W,SPECIALO,49.175,Muricea fruticosa,13.7,1.6666666666666667,Natural Reef,0.0933333333333333,0.01675,0.0624327595286769,3.24925,1.09836976627734,1.27487825312192,17.0454545454545,3708.13446378879,34.017417,-119.438067
ARROYO_QUEMADO_E,INNER,9.5875,Muricea californica,6.7,5,Artificial Reef,0.486586757990868,0.027,0.0800751669424883,3.560625,0.737725870447329,8.10750201846918,16.5514925373134,7440.08746243361,34.466283,-120.116967
ARROYO_QUEMADO_E,MID,6.25,Leptogorgia chilensis,9.222222222222221,6.296296296296296,Artificial Reef,0.209772727272727,0.0104375,0.0424417111410119,3.7626875,0.588949400923197,8.10750201846918,16.5514925373134,7440.08746243361,34.466283,-120.116967
ARROYO_QUEMADO_E,MID,6.25,Muricea californica,9,17.142857142857142,Artificial Reef,0.209772727272727,0.0104375,0.0424417111410119,3.7626875,0.588949400923197,8.10750201846918,16.5514925373134,7440.08746243361,34.466283,-120.116967
ARROYO_QUEMADO_E,MID,6.25,Muricea fruticosa,9.5,1.6666666666666667,Artificial Reef,0.209772727272727,0.0104375,0.0424417111410119,3.7626875,0.588949400923197,8.10750201846918,16.5514925373134,7440.08746243361,34.466283,-120.116967
ARROYO_QUEMADO_E,OUTER,4.58125,Eugorgia rubens,12.8,1.6666666666666667,Artificial Reef,0.139506172839506,0,0,3.4643125,0.897284239855195,8.10750201846918,16.5514925373134,7440.08746243361,34.466283,-120.116967
ARROYO_QUEMADO_E,OUTER,4.58125,Leptogorgia chilensis,13.138461538461538,20,Artificial Reef,0.139506172839506,0,0,3.4643125,0.897284239855195,8.10750201846918,16.5514925373134,7440.08746243361,34.466283,-120.116967
ARROYO_QUEMADO_E,OUTER,4.58125,Muricea californica,13.169230769230769,46.92307692307692,Artificial Reef,0.139506172839506,0,0,3.4643125,0.897284239855195,8.10750201846918,16.5514925373134,7440.08746243361,34.466283,-120.116967
ARROYO_QUEMADO_E,OUTER,4.58125,Muricea fruticosa,14,1.6666666666666667,Artificial Reef,0.139506172839506,0,0,3.4643125,0.897284239855195,8.10750201846918,16.5514925373134,7440.08746243361,34.466283,-120.116967
